en,vi
"These are stem cells that we create from specific sources , and we can drive them to become heart cells , and they start beating in culture .","Đây là những tế bào gốc chúng tôi tạo ra từ các nguồn nhất định , và chúng tôi có thể định hướng chúng thành tế bào tim . Chúng bắt đầu đập trong môi trường nuôi cấy ."
Protect your ears in that way .,Hãy bảo vệ tai của bạn theo cách đó .
"They call him &quot; The Plumber &quot; in Italy , as well as &quot; Maestro , &quot; because he actually is engineer and craftsman and sculptor at the same time .","Người ta gọi ông ta là &quot; Thợ hàn chì &quot; ở Ý , hay &quot; nhà soạn nhạc đại tài &quot; , vì thật ra ông ta là một kỹ sư đồng thời cũng là một thợ thủ công và điêu khắc"
Max Weber thought that was peculiarly Protestant .,Max Weber nghĩ rằng đó chỉ dành cho người theo đạo Tin lành .
"That &apos;s what the sisters said , &quot; He was fine . &quot;",Đó là những gì mà các bà chị đã nói &quot; Thằng đó khá tốt . &quot;
"Because , the bottom line is , the sponsors love it , and he will expose her to television publicity all the time .","Bởi vì , điểm mấu chốt là , những nhà tài trợ rất thích việc này , anh ta sẽ luôn luôn cho bà ta xuất hiện trên truyền hình ."
I think one of the reasons I care so much about robots that use their body to communicate and use their body to move -- and I &apos;m going to let you in on a little secret we roboticists are hiding -- is that every one of you is going to be living with a robot at some point in their life .,Tôi cho là một trong những lý do tôi rất quan tâm đến rô bốt dùng cơ thể để giao tiếp và dùng cơ thể để cử động ... tôi sẽ cho biết một bí mật các nhà nghiên cứu rô bốt đang giấu-- đó là mỗi quý vị sẽ sống cùng một rô bốt vào lúc nào đó trong đời
"I always laugh at this , because I have no idea how they &apos;re elected , actually .","Tôi luôn cười vào điều này , bởi vì tôi thực sự không hề biết làm sao họ được chọn ."
"And immediately , a lot of different responsibilities , in terms of my education and so forth , were heaped upon me .","Và ngay lập tức , rất nhiều những trách nhiệm khác nhau , về việc học hành của tôi và những điều tương tự , đè nặng tôi ."
"But the really crazy idea is that our bubble is just one bubble in a much larger , roiling pot of universal stuff .",Nhưng có một ý tưởng cực kỳ điên rồ rằng quả bong bóng của chúng ta chỉ là một quả bong bóng trong rất nhiều quả bong bóng lớn hơn trong khối chất liệu của vũ trụ .
They &apos;re in dynamic environments in our body .,Chúng ở trong môi trường biến động trong cơ thể ta .
"And every business I &apos;ve been working on over the past five years , I &apos;m trying to lower each one of these elements .",Và trong tất cả cá lĩnh vực tôi từng làm việc trong suốt năm năm qua Tôi cố gắng để giảm thiểu mỗi thứ trong số các nhân tố này .
"There was of course an explanation for it : We only see the big planets , so that &apos;s why most of those planets are really in the category of &quot; like Jupiter . &quot;",Dĩ nhiên sẽ có 1 lời giải thích cho điều này . Đó là chúng ta chỉ thấy các hành tinh lớn . Hầu hết các hành tinh đều thuộc loại giống Sao Mộc .
"But what we &apos;re missing is also some other emissions like black carbon , that is soot .","Nhưng cái chúng ta không nhận ra là những khí thải khác như các bon đen , đó là bồ hóng ."
"And primary visual cortex sees just simple geometry , just the simplest of shapes .","Phần này chỉ thấy các khối hình học đơn giản , chỉ phần đơn giản nhất của hình thù ."
And there are fascinating dynamics at play .,Có những động cơ cuốn hút hoạt động diễn ra .
Can you tell what &apos;s happening in a conversation ?,Bạn có thể biết chuyện gì đang diễn ra trong cuộc đối thoại không ?
"I think there &apos;s nothing like a crisis to tell you what &apos;s really important and what &apos;s not , and Sandy made me realize that our devices and their connectivity matter to us right up there with food and shelter .","Theo tôi không có gì giống như một cơn khủng hoảng để nói với bạn điều gì thực sự quan trọng và điều gì không , và cơn bão Sandy đã làm tôi nhận ra các thiết bị và kết nối của chúng quan trọng với chúng ta nhường nào giống như thức ăn và chỗ ở ."
And we have to have more concepts than just developing countries and developing world .,"Và chúng ta phải mở rộng cách nhìn của mình hơn là cứ phân biệt những đất nước , thế giới đang phát triển ."
The purpose wasn &apos;t to push it out of the way .,Mục đích không phải là đẩy nó đi chỗ khác .
And the list of scientific applications is growing every day .,Và danh sách các ứng dụng khoa học đang dài thêm từng ngày .
Real depression is being sad when everything in your life is going right .,Trầm cảm thực sự là chán nản khi tất cả mọi thứ trong cuộc sống bạn vẫn rất tốt .
"Here go the stem cells , right into the beating heart of the patient .","Đây là các tế bào gốc , ngay bên trong trái tim đang đập của bệnh nhân"
"Meanwhile , California , New York , we can say , &quot; Oh we &apos;re enlightened &quot; but you know , certainly a much lower incidence of this admitted , I suppose , manifestation of racially-based voting .","Trong khi đó , California , New York , chúng ta có thể nói rằng , &quot; Oh chúng ta đã được khai sáng &quot; nhưng bạn biết đấy , đương nhiên là một tỷ lệ thấp hơn của điều này đã được thừa nhận , tôi cho là thế , sự biểu thị của việc bầu cử dựa vào chủng tộc ."
"On the other end of the spectrum , we have a Dionysian perspective , which is more given to the passions and intuition , tolerant of organic texture and human gesture .","Mặt khác ở bên kia của tấm quang phổ , chúng ta có quan điểm của Dionysus , tập trung hơn vào đam mê và trực giác , sự kiên nhẫn của kết cấu hữu cơ và cử chỉ của con người ."
And they take that as a sign of madness .,Và họ cho là đó là triệu chứng bệnh điên .
That is your best case outcome when you get sued by a patent troll .,Đó là kết quả tốt nhất có thể có được khi bạn bị kiện bởi bọn người ma mãnh này .
This is what I mean about appropriate technology .,Đây chính là cái mà tôi muốn nói về công nghệ phù hợp .
And so our effort took an unexpected turn .,Và vì vậy cố gắng của chúng tôi có một chuyển biến ngoài mong đợi .
They are free from all of these modern ailments .,Họ được tách khỏi tất cả các chứng bệnh hiện đại .
But I decided to learn about the Bible and my heritage by actually diving in and trying to live it and immerse myself in it .,Nhưng tôi quyết định tìm hiểu về Kinh Thánh và Di sản bằng việc thực sự đắm chìm sống hết mình và mê say trong nó .
"It was supposed to be our strength , wasn &apos;t it ?","Mà nó lẽ ra phải là điểm mạnh của chúng ta , phải không ?"
"And I can tell you exactly who I was with , where I was , because this is what I had to do with the FBI .","Và tôi có thể nói cho quý vị biết chính xác tôi đang ở với ai , đang ở đâu , vì đây là những điều tôi đã phải làm với FBI ."
"Yes , you know it .","Vâng , các bạn biết đấy ."
Tamara Roukaerts : We &apos;re ready to go .,Tamara Roukaerts : Chúng ta sẵn sàng rồi .
